start	duration	text
00:01:57.360	4.40	you'll use it for healing up targets who
00:01:59.520	4.40	have recently received moderate damage
00:02:01.759	4.56	but don't need to be topped off quickly
00:02:03.920	4.08	fur of mending is a new instant cast
00:02:06.320	3.76	healing spell in tbc
00:02:08.000	3.04	with a 10 second cooldown the spell
00:02:10.080	3.36	works by first
00:02:11.039	4.40	placing a 5 charge buff on your target
00:02:13.440	3.92	whenever that target takes damage
00:02:15.440	3.44	a charge of the buff is consumed
00:02:17.360	3.36	immediately healing the target
00:02:18.879	4.32	and bouncing to another nearby raid
00:02:20.720	3.92	member this cycle continues until all
00:02:23.200	3.60	five charges are consumed
00:02:24.640	4.56	or charged has not been consumed in 30
00:02:26.800	4.24	seconds on paper this is an incredibly
00:02:29.200	4.16	efficient spell for healing sustained
00:02:31.040	3.52	damage on stacked targets with seemingly
00:02:33.360	3.28	no downsides
00:02:34.560	3.92	and that's pretty much true but it can
00:02:36.640	2.56	get annoying if the buff bounces to a
00:02:38.480	2.24	target that
00:02:39.200	3.44	isn't taking damage while there's
00:02:40.720	3.92	several nearby raid members that are
00:02:42.640	3.76	taking damage right next to the guy but
00:02:44.640	2.16	that's just a minor gripe there is a
00:02:46.400	2.08	pretty
00:02:46.800	3.76	interesting use for this spell that
00:02:48.480	3.60	isn't obvious from reading the tool tip
00:02:50.560	3.52	that i felt was worth mentioning
00:02:52.080	3.92	basically whenever a player is healed by
00:02:54.080	3.84	prayer of mending the threat generated
00:02:56.000	3.60	by that heal belongs to them
00:02:57.920	3.60	and not the priest that casted prayer
00:02:59.599	2.80	mending therefore you might find it
00:03:01.519	2.48	useful to put
00:03:02.400	3.68	prayer of mending on the main tank
00:03:04.000	2.88	before a pull so they get an immediate
00:03:06.080	2.64	burst of threat
00:03:06.879	3.68	in the first few seconds of the fight
00:03:08.720	3.84	that threat can mean all the difference
00:03:10.560	3.52	if the tank gets unlucky with a string
00:03:12.560	3.68	of misses or parries
00:03:14.080	3.84	fun fact a protection paladin generates
00:03:16.239	2.08	extra threat from the prayer of mending
00:03:17.920	2.16	heal
00:03:18.319	4.08	since righteous fury increases their
00:03:20.080	4.72	threat with holy spells by 90
00:03:22.400	4.32	power ward shield it's an instant cast
00:03:24.799	3.76	spell that grants your target a very
00:03:26.720	4.00	strong absorption shield despite its
00:03:28.560	3.44	high mana cost this spell actually sees
00:03:30.720	3.28	regular use in raids
00:03:32.000	4.08	because of its unique ability to prevent
00:03:34.000	3.92	damage before it actually happens
00:03:36.080	3.28	making it great to use on players at
00:03:37.920	2.00	full health when they're about to
00:03:39.360	2.48	receive
00:03:39.920	3.84	a hard-hitting mechanic and since the
00:03:41.840	4.24	shield prevents spell pushback while
00:03:43.760	4.48	it's active it works incredibly well on
00:03:46.080	3.44	casters who are taking a small amount of
00:03:48.239	3.76	periodic damage
00:03:49.519	3.36	flash heal is your fast but inefficient
00:03:52.000	2.64	casted heal
00:03:52.879	4.08	the healing coefficient for this spell
00:03:54.640	4.24	is relatively weak so it scales quite
00:03:56.959	3.52	poorly as you gear up but that doesn't
00:03:58.879	3.04	mean you'll never use it things don't
00:04:00.480	3.44	always go according to plan and
00:04:01.920	3.44	progression rating and flash heal is
00:04:03.920	3.84	really good when crappy
00:04:05.360	4.08	fans just aim to only use this heal when
00:04:07.760	3.20	a target would otherwise die
00:04:09.439	3.60	before you could cast something more
00:04:10.959	4.08	mana efficient binding heal is another
00:04:13.040	4.00	inefficient fast cast heel
00:04:15.040	4.08	it works by healing the priest and his
00:04:17.040	2.80	target for about as much as a flash heal
00:04:19.120	2.48	this can be
00:04:19.840	4.08	really useful when you need to heal
00:04:21.600	3.84	yourself but several other raid members
00:04:23.919	3.36	are critically injured and you just
00:04:25.440	2.56	don't have the time to be mana efficient
00:04:27.280	2.32	this situation
00:04:28.000	3.52	typically occurs when one or more
00:04:29.600	2.96	healers have died during an encounter
00:04:31.520	3.28	and you're trying to cover
00:04:32.560	4.16	multiple healing assignments at once
00:04:34.800	3.36	like with flash heal don't be afraid to
00:04:36.720	3.44	use it just don't abuse it because
00:04:38.160	4.08	you'll go out of mana very quickly
00:04:40.160	3.20	greater heal is your relatively long
00:04:42.240	3.12	casted heel with
00:04:43.360	3.28	excellent mana efficiency and high
00:04:45.360	3.52	throughput like renew
00:04:46.639	4.00	greater heal excels in both tank and
00:04:48.880	3.04	raid healing but there are a couple of
00:04:50.639	2.88	nuances with this heal
00:04:51.919	3.44	that you'll need to understand before
00:04:53.520	3.68	getting the most out of it i'll mention
00:04:55.360	3.84	one here and i'll get to the other in
00:04:57.199	4.08	the healing assignment section the first
00:04:59.199	3.04	is the concept of downranking for those
00:05:01.280	2.96	of you unaware
00:05:02.240	3.92	spell down ranking is a tactic where
00:05:04.240	4.00	players use a lower rank of a spell
00:05:06.160	4.24	because it produces the desired effect
00:05:08.240	4.16	at a much lower mana cost druids for
00:05:10.400	4.00	example use the rank 1 version of
00:05:12.400	3.60	entangling roots in arena since root
00:05:14.400	2.96	effects are capped to a 10 second
00:05:16.000	3.28	duration in pvp
00:05:17.360	3.28	and the extra damage at max rank is
00:05:19.280	3.44	actually counterproductive
00:05:20.639	3.44	since roots break on damage priests
00:05:22.720	3.52	downrank greater heal
00:05:24.080	3.44	because the max rank often heals for
00:05:26.240	3.36	substantially more
00:05:27.520	4.48	than we need it to for example suppose
00:05:29.600	4.40	your target is missing 2 000 hit points
00:05:32.000	2.24	and your max rank greater heal heals for
00:05:34.000	2.40	an
00:05:34.240	4.16	average of 5 000. if your target doesn't
00:05:36.400	4.16	take any additional damage during the
00:05:38.400	3.76	cast your overhealing exceeded your
00:05:40.560	3.52	effective healing to get around this
00:05:42.160	4.32	we'll use the rank 1 version of greater
00:05:44.080	4.40	heal which heals for an average of 2500
00:05:46.479	3.68	and costs half the mana so in this
00:05:48.479	3.60	example you've effectively healed the
00:05:50.160	2.64	target for the same amount at half the
00:05:52.080	2.24	mana cost
00:05:52.800	3.60	and that's the whole idea behind
00:05:54.320	4.00	downranking moving on we have circle of
00:05:56.400	3.68	healing an ability exclusive to that
00:05:58.319	3.76	deep holy build that i mentioned at the
00:06:00.080	2.48	start of this video the spell is instant
00:06:02.080	2.64	cast
00:06:02.560	4.24	has no cooldown and works by healing
00:06:04.720	2.88	your target and all of their nearby
00:06:06.800	2.40	group members
00:06:07.600	4.00	speaking of healing your nearby group
00:06:09.199	4.24	members please subscribe to my channel
00:06:11.600	4.00	it really does help me in producing
00:06:13.440	5.76	content in a more time efficient manner
00:06:15.600	5.44	please subscribe to my channel
00:06:19.199	4.24	back to circle of healing the lack of a
00:06:21.039	4.32	cool down or cast time on this ability
00:06:23.440	3.84	makes it exceptional for healing groups
00:06:25.360	3.84	of players taking sustained
00:06:27.280	3.76	periodic damage one of the best
00:06:29.199	3.76	showcases for circle of healing
00:06:31.039	3.84	comes during the blood boil encounter in
00:06:32.960	4.48	black temple every 10 seconds
00:06:34.880	5.28	blood boil applies a 24 second debuff
00:06:37.440	4.32	that deals 600 dps to an entire group
00:06:40.160	3.12	from the raid with circle of healing
00:06:41.759	3.12	priests can efficiently keep these
00:06:43.280	3.12	groups topped without breaking a sweat
00:06:44.880	3.12	prayer of healing is another group
00:06:46.400	3.44	healing spell that often gets
00:06:48.000	2.72	disregarded when a priest picks up
00:06:49.840	3.52	circle of healing
00:06:50.720	4.40	and at first glance it's easy to see why
00:06:53.360	4.00	prayer of healing has a three second
00:06:55.120	4.00	cast time and absurdly high mana cost
00:06:57.360	2.72	and it's only usable on the group that
00:06:59.120	2.88	the priest is
00:07:00.080	3.84	in on the other hand prayer of healing
00:07:02.000	2.80	produces more healing per second than
00:07:03.919	2.96	circle of healing
00:07:04.800	3.92	and it has double the radius but that's
00:07:06.880	3.92	still not really a convincing argument
00:07:08.720	3.44	for using prayer of healing over circle
00:07:10.800	3.44	of healing since circle of healing is
00:07:12.160	3.84	just so much more mana efficient the one
00:07:14.240	3.68	definitive case for using prayer
00:07:16.000	4.00	of healing over circle of healing is
00:07:17.919	4.00	when there's huge but predictable bursts
00:07:20.000	2.80	of incoming damage that you need to heal
00:07:21.919	2.64	very quickly
00:07:22.800	4.32	a great example of this comes during the
00:07:24.560	3.44	title shield mechanic on high warlord
00:07:27.120	2.88	magentis
00:07:28.000	4.40	when the title shield breaks the whole
00:07:30.000	4.00	raid takes 8 500 frost damage
00:07:32.400	3.84	and early on in your black temple
00:07:34.000	4.40	progression that's a near fatal blow to
00:07:36.240	2.88	the majority of the raid but priests can
00:07:38.400	2.64	precast
00:07:39.120	4.00	prayer of healing a few seconds before
00:07:41.039	4.40	the shield breaks so that it goes off
00:07:43.120	4.24	right as the damage comes in that takes
00:07:45.440	2.40	five players out of the critical health
00:07:47.360	2.64	range
00:07:47.840	4.64	way faster than circle of healing could
00:07:50.000	4.40	so don't take this ability off your bars
00:07:52.479	3.20	there are a few situations where it does
00:07:54.400	3.12	come in handy so
00:07:55.680	3.60	what healing assignments are typically
00:07:57.520	4.64	given to the holy priest
00:07:59.280	4.08	well that depends as i mentioned at the
00:08:02.160	3.60	start of this video
00:08:03.360	4.48	holy priests have two viable builds and
00:08:05.759	3.44	your assignment largely depends on which
00:08:07.840	3.20	of those builds you're using
00:08:09.199	3.44	as improved divine spirit you don't have
00:08:11.039	2.96	circle of healing and while prayer of
00:08:12.639	3.60	mending does have its niche
00:08:14.000	4.56	it's far too restrictive for general use
00:08:16.240	3.44	so aoe in group healing is definitely
00:08:18.560	2.96	off the table for you
00:08:19.680	3.92	you may get assigned to non-group rate
00:08:21.520	3.76	healing also known as spot rate healing
00:08:23.599	3.44	but it really depends on the encounter
00:08:25.280	3.92	holy priests can fill this role very
00:08:27.039	4.48	well when the damage on the encounter is
00:08:29.199	4.00	relatively predictable and not too spiky
00:08:31.520	3.68	this allows them to take advantage of
00:08:33.200	2.80	their efficient spells like greater heal
00:08:35.200	2.72	and renew
00:08:36.000	4.24	but on encounters where the damage is
00:08:37.919	4.56	very random and spiky the priest lacks
00:08:40.240	4.16	an efficient means of responding quickly
00:08:42.479	3.60	take the illidari council fight for
00:08:44.399	3.60	example at any given moment
00:08:46.080	4.08	a random raid member can be brought to
00:08:48.000	4.24	30 health by divine wrath
00:08:50.160	3.20	the player needs to be topped as quickly
00:08:52.240	3.04	as possible since
00:08:53.360	4.08	at any time they can be chosen for
00:08:55.279	4.48	another deadly random mechanic called in
00:08:57.440	4.00	venom priest's only option here is flash
00:08:59.760	4.24	heal and while it's better than nothing
00:09:01.440	4.48	it has relatively poor mana efficiency
00:09:04.000	3.44	and mediocre throughput you're not cut
00:09:05.920	3.12	out for this
00:09:07.440	3.44	compared to a resto druid who has
00:09:09.040	3.92	nature's swiftness for an instant cast
00:09:10.880	3.76	healing touch or swift men for a short
00:09:12.959	3.44	cooldown instant burst heal there's
00:09:14.640	3.68	really no competition so what do
00:09:16.399	4.00	improved divine spirit priests excel
00:09:18.320	3.92	in the answer is tank healing in this
00:09:20.399	4.00	role your top priority is to keep your
00:09:22.240	4.16	new active on the tank at all times and
00:09:24.399	4.00	your next priority is to always have a
00:09:26.399	2.96	greater heel cast in progress on your
00:09:28.399	2.80	assigned tank
00:09:29.360	3.12	this way if your tank needs the healing
00:09:31.200	3.12	by the end of the cast
00:09:32.480	3.76	you can let it finish and if he doesn't
00:09:34.320	3.68	need the healing by the end of the cast
00:09:36.240	3.52	you can just cancel it this allows you
00:09:38.000	3.52	to react to high amounts of damage
00:09:39.760	3.68	quickly and with excellent mana
00:09:41.519	4.00	efficiency this tactic along with
00:09:43.440	2.48	greater heel down ranking goes a long
00:09:45.519	2.40	way
00:09:45.920	4.00	in separating a good priest from an
00:09:47.920	4.00	average one another great tool you have
00:09:49.920	3.52	for tank healing is prayer of mending
00:09:51.920	3.44	which you can bounce off the tank when
00:09:53.440	4.32	you have spare mana to give them some
00:09:55.360	4.32	bonus threat and pad the meters
00:09:57.760	3.68	i mean i mean help the raid healers and
00:09:59.680	3.44	last you have power word shield which
00:10:01.440	3.36	you can use to soften the blow of a
00:10:03.120	3.20	hard-hitting mechanic or when you're on
00:10:04.800	1.92	the move and you just need something to
00:10:06.320	2.16	cast
00:10:06.720	3.92	as for circle of healing priests you're
00:10:08.480	4.24	just as capable of tank healing and spot
00:10:10.640	3.68	healing as improved divine spirit is and
00:10:12.720	3.04	in phase one you'll pretty much be
00:10:14.320	3.84	assigned to the same roles
00:10:15.760	4.24	the reason for this is twofold one
00:10:18.160	2.24	circle of feelings starts off kind of
00:10:20.000	1.84	weak
00:10:20.399	2.96	since you don't have a lot of bonus
00:10:21.839	3.12	healing effects from gear and the
00:10:23.360	4.08	baseline healing of the spell
00:10:24.959	3.20	is quite low and two there aren't many
00:10:27.440	3.28	encounters
00:10:28.160	3.84	in karazhan gruel's lair and mag's lair
00:10:30.720	3.36	that are really well suited
00:10:32.000	4.00	for circle of healing but after phase 1
00:10:34.079	3.84	tier 5 brings some encounters that do
00:10:36.000	3.60	allow you to take advantage of circle of
00:10:37.920	3.04	healing this means that you can start to
00:10:39.600	3.04	expect some more group healing
00:10:40.959	3.76	assignments but you really should expect
00:10:42.640	3.36	a mixture of tank healing spot healing
00:10:44.720	2.88	and group healing throughout this
00:10:46.000	3.36	tier phase three is where you really
00:10:47.600	3.60	start establishing yourself as that
00:10:49.360	3.84	primary group healer there will still be
00:10:51.200	3.28	some mixed assignments but not nearly as
00:10:53.200	3.36	many as in phase two
00:10:54.480	3.84	and of course when sunwell releases in
00:10:56.560	3.44	phase five getting an assignment other
00:10:58.320	3.44	than group healing is quite the rare
00:11:00.000	3.76	occasion this is where circle of healing
00:11:01.760	3.52	becomes so strong that some guilds will
00:11:03.760	3.28	consider converting their improved
00:11:05.279	2.16	divine spirit priest to circle of
00:11:07.040	2.08	healing
00:11:07.440	3.20	as to which build you should play it
00:11:09.120	2.40	really comes down to your personal
00:11:10.640	3.12	preferences
00:11:11.519	4.32	after tier 4 guilds will typically only
00:11:13.760	3.44	carry one improved divine spirit priest
00:11:15.839	3.20	so if you really love the idea of
00:11:17.200	2.40	playing a priest as well as bringing a
00:11:19.040	2.40	unique
00:11:19.600	3.04	raid buff improved divine spirit might
00:11:21.440	2.88	be your niche but
00:11:22.640	3.68	if you'd rather be a more complete
00:11:24.320	4.08	healer who's able to perform multiple
00:11:26.320	4.88	healing roles go with circle appealing
00:11:28.399	4.80	also uh according to youtube analytics
00:11:31.200	3.04	you guys don't watch the outros so i'm
00:11:33.200	5.84	just not gonna
00:11:34.240	4.80	i'm not gonna do it this time so peace
